"filename", "language", "JSON", "JavaScript", "XML", "CSS", "PHP", "YAML", "Vue", "Markdown", "comment", "blank", "total"
"/home/asmaoui/Documents/coding/Association-Management/resources/js/Pages/Users/Index.vue", "Vue", 0, 0, 0, 0, 0, 0, 332, 0, 0, 17, 349
"/home/asmaoui/Documents/coding/Association-Management/resources/js/Pages/Welcome.vue", "Vue", 0, 0, 0, 0, 0, 0, 116, 0, 1, 5, 122
"/home/asmaoui/Documents/coding/Association-Management/resources/js/app.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 1, 4, 38
"/home/asmaoui/Documents/coding/Association-Management/resources/js/bootstrap.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 23, 7, 33
"/home/asmaoui/Documents/coding/Association-Management/resources/js/data.json", "JSON", 3146, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3147
"/home/asmaoui/Documents/coding/Association-Management/resources/js/hooks/useSidebar.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/home/asmaoui/Documents/coding/Association-Management/resources/js/i18n/index.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/asmaoui/Documents/coding/Association-Management/resources/js/locales/ar.json", "JSON", 307, 0, 0, 0, 0, 0, 0, 0, 0, 3, 310
"/home/asmaoui/Documents/coding/Association-Management/resources/js/locales/fr.json", "JSON", 233, 0, 0, 0, 0, 0, 0, 0, 0, 3, 236
"/home/asmaoui/Documents/coding/Association-Management/resources/js/regions.json", "JSON", 476, 0, 0, 0, 0, 0, 0, 0, 0, 1, 477
"/home/asmaoui/Documents/coding/Association-Management/resources/js/stores/general.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
